Application mode,Course,Daytime/evening attendance,Mother's qualification,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Unemployment rate,Inflation rate,GDP,Target
1,10,1,13,0,0,1,0,1,19,5,6,15.5,2.8,-4.06,Graduate
1,12,1,3,0,0,1,0,0,18,7,8,11.1,0.6,2.02,Graduate
8,6,1,23,0,0,1,0,0,20,6,6,12.4,0.5,1.79,Graduate
1,2,1,1,1,0,1,0,1,19,12,11,8.9,1.4,3.51,Graduate
14,10,1,13,0,0,1,0,1,21,2,5,10.8,1.4,1.74,Enrolled
8,16,1,23,0,1,1,0,1,18,7,7,16.2,0.3,-0.92,Graduate
13,12,1,13,0,0,1,0,0,23,8,8,9.4,-0.8,-3.12,Graduate
1,5,1,1,0,0,1,0,1,21,5,6,16.2,0.3,-0.92,Graduate
1,9,1,22,0,0,1,0,1,19,5,5,11.1,0.6,2.02,Graduate
17,6,1,13,1,0,1,0,0,20,11,9,8.9,1.4,3.51,Graduate
14,9,1,3,0,0,1,0,0,18,0,4,16.2,0.3,-0.92,Enrolled
1,12,1,22,1,0,1,0,1,18,8,8,9.4,-0.8,-3.12,Graduate
1,12,1,1,0,0,1,0,0,19,6,6,7.6,2.6,0.32,Graduate
8,5,1,23,0,0,1,0,1,21,6,6,9.4,-0.8,-3.12,Graduate
1,10,1,23,1,0,1,0,1,18,6,6,12.7,3.7,-1.7,Graduate
1,14,1,22,0,0,1,0,0,20,6,5,15.5,2.8,-4.06,Enrolled
14,17,0,22,0,0,1,0,0,32,5,4,9.4,-0.8,-3.12,Enrolled
8,2,1,3,1,0,1,0,0,18,0,0,13.9,-0.3,0.79,Graduate
1,12,1,1,0,0,0,0,0,18,0,0,9.4,-0.8,-3.12,Dropout
1,15,1,13,1,0,1,0,0,20,6,6,11.1,0.6,2.02,Graduate
3,14,1,1,1,0,1,0,0,19,6,4,12.4,0.5,1.79,Enrolled
8,12,1,23,1,0,1,0,0,19,7,7,10.8,1.4,1.74,Graduate
8,9,1,23,0,0,1,0,0,18,1,0,9.4,-0.8,-3.12,Enrolled
1,12,1,1,1,0,1,0,0,18,0,0,15.5,2.8,-4.06,Dropout
8,12,1,1,1,0,1,0,1,18,6,7,12.4,0.5,1.79,Graduate
8,12,1,3,1,0,1,0,0,20,6,6,11.1,0.6,2.02,Enrolled
1,15,1,3,0,0,1,0,0,19,6,6,16.2,0.3,-0.92,Enrolled
1,11,1,23,0,0,1,0,0,21,2,0,12.7,3.7,-1.7,Dropout
8,10,1,13,1,0,1,0,1,20,6,6,15.5,2.8,-4.06,Graduate
1,12,1,1,0,0,1,0,1,21,8,8,9.4,-0.8,-3.12,Graduate
15,6,1,22,1,0,1,0,0,23,0,0,11.1,0.6,2.02,Dropout
8,10,1,1,0,0,0,0,1,18,6,2,12.7,3.7,-1.7,Dropout
12,17,0,3,0,0,1,0,0,30,5,5,12.7,3.7,-1.7,Dropout
1,6,1,7,1,0,1,0,0,20,0,0,9.4,-0.8,-3.12,Dropout
14,9,1,22,0,0,0,0,0,29,3,0,10.8,1.4,1.74,Dropout
14,3,0,22,0,0,1,0,0,27,4,6,13.9,-0.3,0.79,Dropout
4,9,1,22,0,0,1,0,0,23,0,0,7.6,2.6,0.32,Dropout
16,5,1,13,0,0,1,0,1,23,6,6,11.1,0.6,2.02,Graduate
1,12,1,1,1,0,1,0,0,18,7,7,12.7,3.7,-1.7,Graduate
1,15,1,23,1,0,1,0,1,19,6,6,12.7,3.7,-1.7,Graduate
8,12,1,13,1,0,1,0,0,19,7,8,13.9,-0.3,0.79,Dropout
1,15,1,1,1,0,1,0,1,18,6,6,11.1,0.6,2.02,Dropout
1,15,1,1,0,0,1,0,1,18,6,6,13.9,-0.3,0.79,Graduate
14,17,0,22,1,0,1,0,0,29,8,9,9.4,-0.8,-3.12,Enrolled
12,13,1,22,0,0,1,0,0,24,6,8,13.9,-0.3,0.79,Graduate
8,13,1,22,1,0,1,0,0,19,2,2,8.9,1.4,3.51,Dropout
8,13,1,1,0,0,1,0,0,19,6,7,12.7,3.7,-1.7,Enrolled
1,14,1,23,0,0,1,0,0,19,3,5,10.8,1.4,1.74,Enrolled
8,11,1,22,1,0,1,0,0,20,6,5,11.1,0.6,2.02,Graduate
1,15,1,1,0,0,1,0,0,18,6,6,10.8,1.4,1.74,Graduate
1,5,1,1,1,0,0,0,0,18,6,4,13.9,-0.3,0.79,Dropout
7,6,1,3,1,0,1,0,0,19,6,6,13.9,-0.3,0.79,Dropout
1,15,1,13,1,0,1,0,1,19,6,6,10.8,1.4,1.74,Graduate
1,12,1,3,1,0,1,0,1,18,7,8,16.2,0.3,-0.92,Graduate
12,17,0,22,0,0,1,0,0,24,5,5,16.2,0.3,-0.92,Enrolled
13,12,1,1,0,0,1,0,0,20,7,7,12.7,3.7,-1.7,Graduate
1,12,1,22,1,0,1,0,1,19,7,7,12.7,3.7,-1.7,Graduate
8,9,1,22,0,0,0,0,0,22,2,1,9.4,-0.8,-3.12,Dropout
1,10,1,13,1,0,1,0,0,19,6,6,12.7,3.7,-1.7,Graduate
15,4,1,22,0,0,1,0,1,19,6,6,15.5,2.8,-4.06,Graduate
8,10,1,4,0,0,1,0,0,18,5,6,16.2,0.3,-0.92,Graduate
14,17,0,22,0,0,0,0,0,40,0,0,7.6,2.6,0.32,Dropout
1,12,1,23,1,0,1,0,1,19,6,6,7.6,2.6,0.32,Graduate
14,12,1,22,0,0,1,0,0,38,5,5,10.8,1.4,1.74,Enrolled
4,6,1,22,0,0,1,0,0,32,4,3,15.5,2.8,-4.06,Dropout
1,16,1,1,1,0,1,0,0,19,3,5,9.4,-0.8,-3.12,Enrolled
8,5,1,3,1,0,1,0,0,19,6,6,8.9,1.4,3.51,Graduate
12,9,1,22,0,0,1,0,0,35,0,0,10.8,1.4,1.74,Dropout
1,9,1,23,1,0,1,0,0,20,4,2,7.6,2.6,0.32,Enrolled
8,16,1,13,0,0,1,0,0,29,7,8,12.7,3.7,-1.7,Graduate
1,17,0,22,0,0,1,0,0,29,5,4,15.5,2.8,-4.06,Enrolled
1,12,1,22,1,0,1,0,1,19,7,7,9.4,-0.8,-3.12,Enrolled
1,12,1,23,1,0,1,0,1,18,7,7,10.8,1.4,1.74,Graduate
12,3,0,23,0,1,0,0,0,25,6,6,7.6,2.6,0.32,Graduate
12,3,0,22,0,1,0,0,0,50,0,0,8.9,1.4,3.51,Dropout
1,9,1,19,0,0,1,0,0,24,14,13,7.6,2.6,0.32,Dropout
1,7,1,23,0,0,1,0,0,18,0,0,9.4,-0.8,-3.12,Dropout
8,6,1,23,1,0,1,0,0,20,6,5,15.5,2.8,-4.06,Graduate
7,4,1,1,1,1,1,0,1,20,18,13,15.5,2.8,-4.06,Graduate
14,17,0,22,0,0,1,0,0,21,6,5,9.4,-0.8,-3.12,Dropout
1,11,1,23,0,0,1,1,1,19,6,6,12.4,0.5,1.79,Graduate
1,12,1,22,0,0,1,1,1,18,8,8,9.4,-0.8,-3.12,Graduate
8,2,1,22,0,0,1,1,0,22,0,0,12.7,3.7,-1.7,Graduate
15,4,1,22,0,0,1,1,0,25,0,0,15.5,2.8,-4.06,Dropout
12,12,1,22,0,0,0,1,0,37,5,5,11.1,0.6,2.02,Dropout
12,12,1,22,0,0,0,1,0,38,5,4,11.1,0.6,2.02,Dropout
12,14,1,13,0,0,1,1,0,36,3,5,13.9,-0.3,0.79,Dropout
1,12,1,13,1,0,1,1,0,18,7,7,12.7,3.7,-1.7,Graduate
1,14,1,1,0,0,0,1,0,19,0,0,9.4,-0.8,-3.12,Dropout
12,8,1,1,0,1,1,1,0,24,2,3,9.4,-0.8,-3.12,Dropout
1,10,1,1,0,0,1,1,0,20,5,5,11.1,0.6,2.02,Graduate
1,2,1,22,1,0,1,1,0,21,0,0,12.7,3.7,-1.7,Dropout
14,17,0,22,1,0,1,1,0,32,0,0,7.6,2.6,0.32,Dropout
12,17,0,23,0,0,1,1,0,39,0,1,12.7,3.7,-1.7,Dropout
8,14,1,22,0,0,1,1,1,20,5,4,9.4,-0.8,-3.12,Graduate
1,4,1,23,0,0,1,1,0,19,6,6,16.2,0.3,-0.92,Graduate
12,17,0,22,0,0,0,1,0,43,2,3,13.9,-0.3,0.79,Dropout
14,17,0,22,0,0,1,1,0,49,4,4,16.2,0.3,-0.92,Dropout
12,4,1,1,0,0,1,1,0,27,0,0,11.1,0.6,2.02,Enrolled
1,9,1,1,1,0,1,1,1,19,5,5,8.9,1.4,3.51,Dropout
12,5,1,22,0,1,1,1,1,45,6,0,16.2,0.3,-0.92,Dropout
6,14,1,22,1,0,0,1,0,19,6,6,13.9,-0.3,0.79,Graduate
15,4,1,1,0,0,1,1,1,21,6,4,13.9,-0.3,0.79,Graduate
8,9,1,22,0,0,1,1,0,18,0,0,9.4,-0.8,-3.12,Dropout
8,11,1,22,0,0,0,1,0,29,0,0,9.4,-0.8,-3.12,Dropout
1,14,1,1,0,0,1,1,0,19,5,5,9.4,-0.8,-3.12,Graduate
1,9,1,13,1,0,1,1,1,18,4,4,12.4,0.5,1.79,Enrolled
15,5,1,1,0,0,1,1,1,22,7,8,12.4,0.5,1.79,Graduate
8,12,1,1,1,0,1,1,1,18,7,8,11.1,0.6,2.02,Dropout
15,8,1,1,0,0,1,1,0,20,5,2,13.9,-0.3,0.79,Enrolled
1,2,1,13,1,0,1,1,0,20,0,0,10.8,1.4,1.74,Dropout
12,14,1,22,0,1,1,1,1,29,1,0,11.1,0.6,2.02,Dropout
12,14,1,9,1,0,1,1,0,29,3,4,7.6,2.6,0.32,Dropout
14,15,1,1,1,0,1,1,0,23,1,4,9.4,-0.8,-3.12,Enrolled
8,2,1,3,1,1,1,1,0,19,0,0,10.8,1.4,1.74,Dropout
1,7,1,23,1,0,1,1,0,18,0,1,7.6,2.6,0.32,Dropout
13,11,1,2,1,0,1,1,0,22,4,2,7.6,2.6,0.32,Dropout
14,17,0,22,1,1,1,1,0,34,7,6,10.8,1.4,1.74,Dropout
14,17,0,3,0,0,1,1,0,26,5,5,13.9,-0.3,0.79,Graduate
8,2,1,22,1,0,1,1,0,24,13,12,11.1,0.6,2.02,Dropout
1,14,1,1,1,0,1,1,1,17,6,6,11.1,0.6,2.02,Graduate
14,14,1,3,0,0,1,1,0,21,2,3,9.4,-0.8,-3.12,Enrolled
12,17,0,1,0,0,1,1,0,34,5,5,12.7,3.7,-1.7,Enrolled
15,4,1,13,1,0,1,1,0,19,6,6,12.4,0.5,1.79,Graduate
12,4,1,1,0,1,0,1,0,49,5,5,8.9,1.4,3.51,Dropout
14,12,1,2,0,0,1,1,0,23,5,6,13.9,-0.3,0.79,Dropout
9,7,1,1,1,0,1,1,0,18,4,3,12.4,0.5,1.79,Dropout
1,14,1,3,1,0,1,1,0,19,6,5,8.9,1.4,3.51,Graduate
13,4,1,3,1,0,1,1,0,24,8,9,16.2,0.3,-0.92,Enrolled
1,9,1,1,1,0,1,1,0,18,5,5,8.9,1.4,3.51,Graduate
12,11,1,19,0,1,0,1,0,45,0,0,9.4,-0.8,-3.12,Dropout
12,17,0,19,1,0,1,1,0,30,2,0,7.6,2.6,0.32,Dropout
16,17,0,1,0,0,1,1,0,28,13,9,8.9,1.4,3.51,Dropout
12,17,0,22,0,0,1,1,0,40,0,0,12.7,3.7,-1.7,Dropout
12,9,1,23,0,0,0,1,0,32,0,0,10.8,1.4,1.74,Dropout
1,5,1,1,1,0,1,1,0,20,6,6,16.2,0.3,-0.92,Graduate
8,7,1,1,0,0,1,1,0,18,1,0,9.4,-0.8,-3.12,Dropout
8,14,1,23,0,0,0,1,0,20,6,2,10.8,1.4,1.74,Dropout
12,17,0,22,0,0,1,1,0,39,4,4,15.5,2.8,-4.06,Enrolled
8,6,1,13,0,0,0,1,0,19,5,5,11.1,0.6,2.02,Enrolled
12,17,0,22,0,0,1,1,0,38,2,3,7.6,2.6,0.32,Enrolled
8,12,1,13,1,0,1,1,1,18,6,6,7.6,2.6,0.32,Graduate
8,12,1,13,1,0,1,1,1,18,7,8,13.9,-0.3,0.79,Graduate
14,8,1,19,0,0,1,1,0,28,0,0,7.6,2.6,0.32,Dropout
12,14,1,22,1,0,0,1,0,31,0,0,12.7,3.7,-1.7,Dropout
1,12,1,2,0,0,1,1,0,23,6,6,7.6,2.6,0.32,Graduate
1,12,1,23,1,0,1,1,0,21,6,5,11.1,0.6,2.02,Enrolled
12,10,1,22,0,1,0,1,0,33,0,0,16.2,0.3,-0.92,Dropout
15,7,1,13,1,1,1,1,0,20,5,5,12.4,0.5,1.79,Dropout
8,14,1,22,0,1,1,1,0,19,6,5,8.9,1.4,3.51,Enrolled
12,11,1,22,1,0,1,1,0,25,6,4,9.4,-0.8,-3.12,Enrolled
12,4,1,1,0,0,0,1,0,25,0,0,13.9,-0.3,0.79,Dropout
1,5,1,4,1,0,1,1,0,19,6,6,9.4,-0.8,-3.12,Enrolled
1,14,1,2,1,0,1,1,0,20,5,4,7.6,2.6,0.32,Graduate
12,12,1,13,0,0,1,1,0,33,5,0,16.2,0.3,-0.92,Enrolled
8,15,1,1,1,0,1,1,0,19,6,6,7.6,2.6,0.32,Graduate
12,8,1,19,0,0,1,1,0,31,0,0,7.6,2.6,0.32,Dropout
15,7,1,3,0,1,0,1,0,24,2,2,8.9,1.4,3.51,Dropout
15,7,1,13,0,1,0,1,0,23,0,0,15.5,2.8,-4.06,Dropout
12,17,0,1,0,0,0,1,1,26,3,3,9.4,-0.8,-3.12,Dropout
14,5,1,22,1,0,1,1,0,38,18,18,16.2,0.3,-0.92,Graduate
1,7,1,13,1,0,1,1,1,20,5,5,8.9,1.4,3.51,Graduate
8,7,1,1,1,0,1,1,0,20,3,5,12.4,0.5,1.79,Graduate
12,6,1,3,0,0,1,1,0,25,0,0,10.8,1.4,1.74,Dropout
8,5,1,1,1,0,1,1,0,19,5,4,8.9,1.4,3.51,Graduate
8,7,1,1,0,0,1,1,0,18,5,5,8.9,1.4,3.51,Graduate
14,17,0,10,0,0,1,1,0,28,7,5,10.8,1.4,1.74,Dropout
1,7,1,13,1,0,1,1,0,18,0,0,9.4,-0.8,-3.12,Enrolled
1,11,1,1,1,0,1,1,1,20,6,6,8.9,1.4,3.51,Graduate
1,8,1,4,0,0,1,1,0,18,6,6,11.1,0.6,2.02,Graduate
8,9,1,1,1,0,1,1,0,19,5,4,12.4,0.5,1.79,Graduate
13,12,1,13,0,1,1,1,0,24,2,2,12.7,3.7,-1.7,Dropout
8,6,1,1,1,0,1,1,0,21,0,0,10.8,1.4,1.74,Dropout
1,14,1,3,0,0,1,1,1,20,6,6,12.7,3.7,-1.7,Graduate
15,4,1,13,1,0,1,1,0,21,5,5,13.9,-0.3,0.79,Graduate
1,13,1,13,0,1,1,1,0,24,7,7,10.8,1.4,1.74,Graduate
12,17,0,23,0,0,1,1,0,27,0,0,10.8,1.4,1.74,Dropout
8,9,1,22,1,1,0,1,0,19,4,5,8.9,1.4,3.51,Enrolled
12,3,0,3,0,0,1,1,0,39,9,7,8.9,1.4,3.51,Graduate
12,1,1,13,0,0,1,1,0,25,2,2,12.4,0.5,1.79,Dropout
4,2,1,1,0,0,0,1,0,18,0,0,9.4,-0.8,-3.12,Dropout
14,5,1,1,0,0,1,1,0,19,12,12,10.8,1.4,1.74,Graduate
9,15,1,23,0,0,1,1,1,21,5,4,13.9,-0.3,0.79,Graduate
4,17,0,1,0,0,1,1,0,27,0,0,8.9,1.4,3.51,Dropout
1,9,1,1,1,0,1,1,0,19,0,0,7.6,2.6,0.32,Enrolled
4,14,1,16,1,0,1,1,0,27,9,6,9.4,-0.8,-3.12,Dropout
1,15,1,13,1,1,1,1,0,18,6,5,12.7,3.7,-1.7,Dropout
1,8,1,2,0,0,1,1,0,19,2,5,9.4,-0.8,-3.12,Enrolled
15,4,1,13,0,0,1,1,0,19,3,1,13.9,-0.3,0.79,Dropout
15,4,1,13,0,0,1,1,0,22,3,3,15.5,2.8,-4.06,Enrolled
7,10,1,13,1,0,1,0,0,18,6,6,10.8,1.4,1.74,Graduate
7,15,1,22,1,0,1,0,1,18,6,5,10.8,1.4,1.74,Graduate
14,9,1,4,0,0,1,0,0,23,11,6,9.4,-0.8,-3.12,Dropout
9,2,1,1,1,1,0,1,0,20,0,0,9.4,-0.8,-3.12,Dropout
8,15,1,2,1,0,1,1,0,18,6,6,16.2,0.3,-0.92,Graduate
1,15,1,13,1,0,1,1,0,18,6,6,12.4,0.5,1.79,Graduate
8,15,1,13,1,0,1,1,0,20,6,6,12.7,3.7,-1.7,Graduate
1,15,1,3,1,0,1,1,0,20,5,3,15.5,2.8,-4.06,Graduate
15,5,1,1,0,0,1,1,0,21,5,5,12.4,0.5,1.79,Dropout
14,2,1,13,0,0,1,1,0,22,0,0,13.9,-0.3,0.79,Enrolled
8,7,1,13,1,0,1,1,0,20,5,5,11.1,0.6,2.02,Dropout
1,2,1,1,0,1,1,1,0,19,0,0,15.5,2.8,-4.06,Enrolled
8,14,1,1,1,0,1,1,0,20,6,6,8.9,1.4,3.51,Graduate
15,6,1,13,1,0,1,1,0,19,4,2,12.4,0.5,1.79,Dropout
1,7,1,1,1,0,1,1,0,19,3,2,11.1,0.6,2.02,Dropout
6,7,1,2,0,1,1,1,0,24,7,6,8.9,1.4,3.51,Enrolled
8,14,1,13,0,1,1,1,0,18,3,4,10.8,1.4,1.74,Dropout
1,7,1,13,0,0,0,1,1,18,5,5,8.9,1.4,3.51,Enrolled
1,10,1,13,1,1,1,0,0,18,5,5,8.9,1.4,3.51,Dropout
8,15,1,1,1,0,1,0,0,18,6,6,8.9,1.4,3.51,Graduate
8,10,1,13,1,0,1,0,1,21,6,6,12.4,0.5,1.79,Graduate
6,6,1,22,0,0,1,0,0,18,4,5,11.1,0.6,2.02,Dropout
1,12,1,1,1,0,1,0,1,18,7,8,11.1,0.6,2.02,Graduate
1,10,1,13,1,0,1,0,1,18,6,6,10.8,1.4,1.74,Graduate
9,3,0,3,1,0,1,0,0,23,4,0,13.9,-0.3,0.79,Dropout
1,9,1,3,1,0,1,0,0,21,3,4,8.9,1.4,3.51,Graduate
1,10,1,13,0,0,1,0,0,20,1,1,9.4,-0.8,-3.12,Enrolled
8,3,0,19,1,0,1,0,0,26,7,2,7.6,2.6,0.32,Dropout
1,2,1,3,1,0,1,0,0,18,0,0,16.2,0.3,-0.92,Dropout
1,14,1,13,0,0,0,0,1,19,6,6,8.9,1.4,3.51,Graduate
1,12,1,13,1,0,1,0,1,20,6,7,13.9,-0.3,0.79,Graduate
1,15,1,23,1,1,0,0,0,19,6,2,16.2,0.3,-0.92,Dropout
15,10,1,22,1,1,1,0,0,21,3,2,12.4,0.5,1.79,Enrolled
1,6,1,3,0,0,1,0,0,18,4,4,7.6,2.6,0.32,Graduate
13,12,1,22,0,0,1,0,0,21,18,18,7.6,2.6,0.32,Graduate
1,15,1,3,1,0,1,0,0,19,6,6,8.9,1.4,3.51,Graduate
12,16,1,23,0,1,0,0,0,33,7,6,8.9,1.4,3.51,Enrolled
1,12,1,23,1,0,1,0,0,18,7,8,15.5,2.8,-4.06,Graduate
1,14,1,1,0,0,1,0,1,18,6,6,11.1,0.6,2.02,Graduate
1,15,1,13,1,0,1,0,1,20,6,6,11.1,0.6,2.02,Graduate
8,3,0,13,0,0,1,0,1,20,6,5,10.8,1.4,1.74,Graduate
8,6,1,1,1,0,1,0,1,19,4,5,10.8,1.4,1.74,Graduate
1,10,1,23,1,0,1,0,1,19,6,6,13.9,-0.3,0.79,Graduate
8,10,1,26,1,0,1,0,0,21,6,6,11.1,0.6,2.02,Graduate
12,6,1,3,1,0,1,0,0,26,3,4,12.4,0.5,1.79,Enrolled
8,10,1,22,0,0,1,0,0,21,0,0,16.2,0.3,-0.92,Dropout
1,12,1,13,1,0,1,0,0,18,7,7,12.7,3.7,-1.7,Graduate
12,16,1,22,0,0,1,0,0,27,6,1,12.4,0.5,1.79,Dropout
14,5,1,1,1,0,1,0,1,20,12,11,15.5,2.8,-4.06,Graduate
14,14,1,13,0,0,1,0,0,21,5,4,16.2,0.3,-0.92,Enrolled
8,13,1,23,1,0,1,0,1,18,7,8,15.5,2.8,-4.06,Graduate
15,6,1,1,1,0,1,0,0,20,6,5,16.2,0.3,-0.92,Enrolled
1,15,1,1,1,0,1,0,0,18,6,6,11.1,0.6,2.02,Graduate
15,10,1,1,0,0,1,0,1,20,6,6,13.9,-0.3,0.79,Graduate
1,6,1,1,1,0,1,0,1,19,3,3,12.7,3.7,-1.7,Graduate
1,12,1,22,1,0,1,0,0,20,6,7,13.9,-0.3,0.79,Graduate
1,17,0,13,0,0,1,0,1,20,5,5,10.8,1.4,1.74,Graduate
15,6,1,23,0,0,1,0,0,20,2,4,12.7,3.7,-1.7,Enrolled
1,10,1,13,1,1,1,0,0,19,0,0,13.9,-0.3,0.79,Dropout
1,15,1,3,0,0,1,0,0,18,6,6,8.9,1.4,3.51,Graduate
1,6,1,23,1,0,1,0,0,18,3,5,10.8,1.4,1.74,Graduate
8,12,1,23,1,0,1,0,1,19,6,7,13.9,-0.3,0.79,Graduate
1,12,1,10,1,0,1,0,0,19,6,7,12.4,0.5,1.79,Dropout
12,4,1,22,0,0,1,1,0,43,6,5,16.2,0.3,-0.92,Enrolled
13,5,1,22,0,0,1,1,0,47,8,5,9.4,-0.8,-3.12,Dropout
13,9,1,19,1,0,0,1,0,23,0,0,7.6,2.6,0.32,Dropout
1,10,1,13,1,1,1,0,1,19,6,6,8.9,1.4,3.51,Graduate
13,12,1,3,1,0,1,0,0,20,6,6,12.7,3.7,-1.7,Graduate
1,2,1,1,1,0,1,0,1,19,12,11,8.9,1.4,3.51,Graduate
8,6,1,22,1,0,1,0,0,19,6,6,15.5,2.8,-4.06,Graduate
15,6,1,13,1,0,1,0,0,19,6,6,13.9,-0.3,0.79,Graduate
12,3,0,13,0,1,1,0,1,39,6,4,11.1,0.6,2.02,Graduate
1,5,1,1,1,0,1,0,1,20,6,6,10.8,1.4,1.74,Graduate
8,5,1,23,1,0,1,0,0,21,6,6,7.6,2.6,0.32,Graduate
14,10,1,22,1,1,0,0,0,22,9,4,9.4,-0.8,-3.12,Graduate
1,15,1,13,1,0,1,0,0,19,1,0,7.6,2.6,0.32,Dropout
8,14,1,1,1,0,1,0,0,22,6,6,13.9,-0.3,0.79,Graduate
3,16,1,13,1,0,1,0,1,19,6,6,12.7,3.7,-1.7,Graduate
1,2,1,22,1,1,1,1,0,18,0,0,7.6,2.6,0.32,Dropout
12,9,1,13,0,0,1,1,0,26,5,5,11.1,0.6,2.02,Enrolled
9,2,1,13,1,1,1,1,1,20,0,0,12.4,0.5,1.79,Graduate
12,9,1,22,0,0,1,1,0,30,2,4,15.5,2.8,-4.06,Dropout
14,4,1,1,0,0,1,1,0,24,6,6,15.5,2.8,-4.06,Dropout
1,9,1,19,0,0,1,1,0,26,11,11,7.6,2.6,0.32,Dropout
1,9,1,13,0,0,0,1,0,19,1,0,13.9,-0.3,0.79,Dropout
12,10,1,13,0,0,1,1,0,34,5,4,12.4,0.5,1.79,Graduate
14,8,1,1,1,0,1,1,0,33,1,3,9.4,-0.8,-3.12,Enrolled
8,9,1,13,1,0,1,1,0,19,5,4,9.4,-0.8,-3.12,Graduate
8,7,1,13,1,1,0,1,0,26,1,1,8.9,1.4,3.51,Dropout
8,2,1,1,1,0,1,1,0,18,0,0,12.7,3.7,-1.7,Dropout
12,17,0,13,0,0,0,1,0,29,2,1,11.1,0.6,2.02,Dropout
14,11,1,22,0,0,1,1,0,21,6,5,9.4,-0.8,-3.12,Graduate
8,11,1,1,0,0,1,1,0,19,5,2,10.8,1.4,1.74,Enrolled
1,12,1,23,0,0,1,1,0,20,5,7,15.5,2.8,-4.06,Graduate
1,6,1,3,0,0,1,1,0,18,0,0,7.6,2.6,0.32,Dropout
8,5,1,23,1,0,1,1,0,18,6,5,15.5,2.8,-4.06,Enrolled
1,9,1,19,0,1,1,1,1,21,5,3,10.8,1.4,1.74,Enrolled
1,9,1,1,1,0,1,1,0,20,0,0,8.9,1.4,3.51,Dropout
12,7,1,22,0,0,1,1,1,30,0,0,12.7,3.7,-1.7,Dropout
9,14,1,22,1,0,1,1,0,19,6,6,13.9,-0.3,0.79,Graduate
16,9,1,1,1,0,1,1,0,30,5,4,8.9,1.4,3.51,Dropout
1,9,1,23,1,0,1,1,1,22,5,4,12.7,3.7,-1.7,Graduate
8,2,1,22,1,0,1,1,0,22,0,0,12.4,0.5,1.79,Graduate
8,5,1,1,1,1,0,1,0,19,6,5,11.1,0.6,2.02,Dropout
8,14,1,1,1,0,1,1,0,21,3,4,7.6,2.6,0.32,Dropout
8,6,1,23,0,0,1,1,0,21,4,5,7.6,2.6,0.32,Graduate
15,2,1,13,1,1,1,1,1,21,0,0,15.5,2.8,-4.06,Dropout
12,9,1,1,0,0,1,1,0,27,3,3,15.5,2.8,-4.06,Dropout
14,1,1,22,1,0,1,1,0,32,0,0,13.9,-0.3,0.79,Dropout
12,14,1,22,0,1,0,1,0,40,0,0,15.5,2.8,-4.06,Dropout
1,2,1,22,1,0,1,1,0,18,0,0,7.6,2.6,0.32,Graduate
14,9,1,1,0,0,1,1,0,21,2,0,12.7,3.7,-1.7,Dropout
8,14,1,13,0,0,1,1,0,18,6,0,12.7,3.7,-1.7,Dropout
15,4,1,1,0,0,1,1,0,19,1,0,16.2,0.3,-0.92,Enrolled
4,5,1,22,0,0,0,1,0,30,1,0,15.5,2.8,-4.06,Dropout
12,4,1,13,0,0,1,1,0,29,0,0,15.5,2.8,-4.06,Dropout
8,7,1,1,1,1,1,1,0,18,1,3,7.6,2.6,0.32,Dropout
15,4,1,1,0,0,1,1,0,22,5,6,15.5,2.8,-4.06,Dropout
14,17,0,22,1,0,0,1,0,27,0,0,12.7,3.7,-1.7,Dropout
8,14,1,23,1,0,1,1,0,20,4,5,10.8,1.4,1.74,Graduate
16,3,0,13,0,0,1,1,0,42,11,10,11.1,0.6,2.02,Graduate
14,12,1,1,0,0,1,1,0,23,6,7,16.2,0.3,-0.92,Graduate
16,5,1,23,1,0,1,1,0,21,5,4,8.9,1.4,3.51,Dropout
1,2,1,4,1,0,1,1,0,19,0,0,12.7,3.7,-1.7,Graduate
12,10,1,22,0,0,1,1,1,40,6,4,8.9,1.4,3.51,Dropout
14,9,1,13,0,0,1,1,0,22,5,7,12.7,3.7,-1.7,Dropout
1,12,1,23,1,0,1,1,0,19,6,6,7.6,2.6,0.32,Graduate
12,7,1,13,0,0,1,1,1,24,5,4,12.7,3.7,-1.7,Enrolled
1,11,1,3,0,0,1,1,0,21,5,2,12.7,3.7,-1.7,Enrolled
8,7,1,3,1,0,1,1,0,18,5,5,8.9,1.4,3.51,Graduate
8,7,1,22,0,0,1,1,0,18,0,2,7.6,2.6,0.32,Dropout
16,14,1,3,0,0,1,1,0,24,5,5,11.1,0.6,2.02,Dropout
12,7,1,22,0,0,1,1,1,28,3,5,9.4,-0.8,-3.12,Enrolled
8,14,1,13,1,0,1,0,1,19,5,6,12.4,0.5,1.79,Graduate
8,16,1,10,1,0,1,0,0,18,0,0,7.6,2.6,0.32,Dropout
1,2,1,3,1,0,0,0,0,19,0,0,16.2,0.3,-0.92,Graduate
1,12,1,1,1,0,1,0,1,19,8,8,9.4,-0.8,-3.12,Graduate
1,5,1,3,1,0,1,0,0,19,6,6,9.4,-0.8,-3.12,Graduate
8,12,1,23,1,0,1,0,0,19,7,7,10.8,1.4,1.74,Graduate
1,5,1,3,1,0,1,0,0,20,10,12,15.5,2.8,-4.06,Graduate
14,12,1,22,1,0,1,0,0,20,6,6,7.6,2.6,0.32,Graduate
12,6,1,13,0,0,1,0,0,26,1,0,10.8,1.4,1.74,Dropout
